Insult,Date,Comment
0,,"""@ikathyv don't ever say amazaballs ever again"""
0,20120529204501Z,"""Why are you yelling? you made bro?"""
1,20120611071318Z,"""Weak ass nigga doe. You can hit a weak bitch, and not even defend yoself against another strong bitch (although it was an awefully big ass strong ass bitch) but so what!"""
0,20120527231043Z,"""Miamis first excuse on the airplane home.\nWe were without Bosh."""
0,20120515153348Z,"""you left off the BRO"""
0,20120620012644Z,"""<p>According to members of the Australian community, he is not the only molester to end up in the United States after Australian community leaders failed to report them to legal authorities. Other molesters fled the country more recently as suspicion of abuse fell on them, community members say. It is said that they frequent the same American internet site as Nanabozoh.\r\n<p>The Forward has learned that at least two suspected molesters from the Australian Jewish community are living in the United States while they are under investigation in Australia.\r\n<span style="""">\r\n\r\nRead more:<span>&nbsp;</span><a href=""http://forward.com/articles/151505/child-sex-abuse-scandal-in-australias-jewish-commu/?p=all#ixzz1yIC3WHXV"">http://forward.com/articles/151505/child-sex-abuse-scandal-in-australias-jewish-commu/?p=all#ixzz1yIC3WHXV</a></span>"""
0,,"""The rogue make an empty face, doesn't understand what a dog want. Free is  not giving up, he try harder pulling Jetro's sleeve and point his nose  at Vlad."""
0,,"""@Rushedoye si la gente paga 5 euros para probar un juego pues a ti que mierda te importa\\n\\n \\n\\nasi cuando salga el juego pues los que compramos esa beta opinaremos del juego\\n\\n \\n\\nya sabes comprar, probar, dar opinion eso que suele hacer la gente, no como tu que defendias al Swtor ni tenias beta, ni tenias juego y ni tenias nada , que eres como los politicos te sueltan una charla de 1 hora y no dice basicamente nada asi eras tu con el Swtor\\n\\n \\n\\nhttp://www.livefyre.com/profile/1744539/\\n\\n \\n\\nmiro y ni reviews, ni opiniones , ni nada ,eres un troll penoso"""
0,,"""Manu was cleared by doctors for minor basketball work with his hand."""
0,20120620141559Z,"""not to mention all the LAME BROTHER IN-LAWS she'll be getting"""
0,20120620131711Z,"""I'll stick a tea bag up your azz."""
0,,"""disgraceful mother,why did you bother have a baby? it is like having a new accessories not a baby."""
0,,"""I'm a strong woman, not a 'strong black woman' I won't be doing everything all alone... Why do you think men are here? ... To get things from the top shelf and open jars. I'm cautious of everything I do, because their are some things that can be prevented."""
0,20120610140422Z,"""they did describe the color of the gun"""
1,20120610111806Z,"""fuck your god."""
1,20120502120200Z,"""Are you retarded? The family are suing hustler because they DIDN'T want those pictures published. Try reading the story properly before accusing a family of 'cashing in' on their dead relative."""
0,20120610141709Z,"""no\u0301i hay th\xe2\u0323t, K-Pop ko \u0111a\u0301ng \u0111\xea\u0309 h\xe2m m\xf4\u0323 nh\u01b0 MJ ???Co\u0301 \u0103n co\u0301 ho\u0323c n\xean fa\u0301t bi\xea\u0309u cho co\u0301 mu\xf4\u0301i ti\u0301 \u0111i a\u0323, nhi\u0300n la\u0323i ba\u0309n th\xe2n tr\u01b0\u01a1\u0301c khi no\u0301i ra, \xf4 nhu\u0323c, C\xc2U CHUY\xca\u0323N V\u0102N HO\u0301A sao ??? =]]~ chi\u0309 bik nhi\u0300n m\u0103\u0323t ti\xeau c\u01b0\u0323c va\u0300 \u0111em ra xi\u0309 xo\u0301, ti\u0301ch c\u01b0\u0323c ko co\u0301 sao ??? c\xf4ng b\u0103\u0300ng \u0111em \u0111\xe2u h\xea\u0301t r\xf4\u0300i ??? chi\u0309 bik \u0111em ct\xf4i ra xi\u0309 xo\u0301 fan of n~ nho\u0301m kha\u0301c thi\u0300 sao ??? VIP, Sone, nhi\u0300u nho\u0301m kha\u0301c n\u01b0\u0303a..... ho\u0323 ko cu\xf4\u0300g idol of ho\u0323 sao ??? m\u01a1\u0301i \u0111\xe2y co\u0300n \u0111a\u0323i nha\u0323c h\xf4\u0323i Vi\xea\u0323t - Ha\u0300n gi\u01a1\u0300 la\u0323i \u0111em ra soi mo\u0301i ? na\u0303o ho\u0323 co\u0301 ch\xe2\u0301t xa\u0301m ko v\xe2\u0323y ??? ma\u0300 th\xf4i cu\u0303ng chi\u0309 \u0111\u01b0\u0300ng vi\u0300 \xa0""CON S\xc2U LA\u0300M R\xc2\u0300U N\xd4\u0300I CANH"" ma\u0300 suy nghi\u0303 wa\u0301 nhi\u0300u, m\u0103\u0323c k\xea\u0323 va\u0300 p\u01a1 nhau \u0111i a\u0323 =]]~"""
1,20120612144635Z,"""she would do anything for her little girl u bastered u dont kno shit."""
1,20120610021448Z,"""Fuck you Luther Abel"""
0,20120612020801Z,"""Life, motherfucker. Lmfao gets me every time."""
1,20120612023340Z,"""OMG now I feel sorry for you that was just pitful.\nEnough trying to converse with trailer park formaldehyde damaged brains.\nStep outside once and a while people"""
0,20120610152838Z,"""Yup obama, change is hard huh? \xa0You nbever thought that this many Americans cared for their country the way they do. \xa0True Americans will never convert to communism punk."""
0,20120530144254Z,"""Les.Grossman.\nPacker fans are butt hurt, that's why.\n 2 minutes ago"""
0,,"""You certainly are as 'right wing' as they come, aren't you?\\xc2\\xa0 Way to blow your own cover.\\xc2\\xa0 Do you know what Romney's best quality is?\\xc2\\xa0 He's NOT Obama.\\xc2\\xa0 For someone who lectures on gender tolerance, you sure like to bash others' religions.\\xc2\\xa0 I thought I smelled a hypocrite in our midst."""
0,20120609232653Z,"""UncoolOlga nigga please i'm a girl you're a dog jaden is mine"""
0,20120619164609Z,"""Notice the crickets chirping in response to my question, tidelander.  The more I chase these two the more they run away.  Perhaps because they have no idea what they are talking about."""
1,20120610150818Z,"""lol you morons think im black ? nope im same like you boeti only think is i hate you racist batards :)"""
0,20120530030057Z,"""Don't give up Billy - you were so close."""
0,20120610003518Z,"""Hahahahahahahaha!!!!!!!!!\xa0 Hahahahahaha!!!! Good one porno.\xa0 I used to think somewhat like him when I was young. Pretty insane,huh?"""
0,20120619002607Z,"""Kennedys where sure man whores."""
0,20120610024150Z,"""You're wonderful just the way you are!"""
0,20120503002117Z,"""Trust me - she is a bitch - and awesome - and cool - and opinionated - and strong - and not afraid of being judged -and beautiful.  She's FOR REAL. What you see is what you get.  Not some cardboard, superficial bullshit, hope you like this type of blog entertainment.  Who puts 'My blog will melt your face off' but still gets laughs and votes?  \r\nIt's entertainment and what you expect from ""typical design blogging"" (aka: edu-tainment).  \r\n\r\nI think it's good.  I love it.  (And I don't know shit about design)"""
1,20120502221920Z,"""just go away because you get dumber by the day. You probably even foegt where the subject began dumb dumb"""
0,20120619184306Z,"""Actually, I read through your comments in DISQUS, sonny.  If y'all are a ""moderate"" then Barack is a conservative.  And there is far more evidence of Obama's Kenyan birth than that fake crap from Hawaii.  From his OWN lyin' mouth as well as his fat sow of a wife pie hole as well.  Moderate, mt ass...."""
1,20120609193400Z,"""wow your just as dumb as look"""
0,20120620020827Z,"""@Rourke needs to give me a fucking like\xa0\xa0@bpalton007\xa0\n\xa0\nAdmittedly it was a pretty shitty picture. He was really small in it. Had a Packers jersey on though."""
0,,"""yea right, im sure they are all gonna meet up on the M56 for tea and scones, then have a frriendly game of foota in stanley park and be taking pics of each other before heading to their respective ends. """
0,20120609205759Z,"""So drinking at 14 is considered ""normal"" now....\xa0\n\nI bet you think you're just such a cool kid eh?\n\n<s>Your generation is so fucked</s>"""
0,20120612051852Z,"""LOL Why would you even bother with this low rent white trash, Mama? You remember what Forest said. ""Stupid is as stupid does."" Even ""Daddy"" can't save that little girl from this one."""
0,20120530010807Z,"""Best MMO that will be out in 2012. \xa0It will be niche however, because 90% of MMO gamers are clickers and lazy gamers and this game does not support clickers and the lazy crowd."""
0,20120612023206Z,"""@pokecheck \xa0\xa0@orby glass 1 - ex pen 0"""
0,20120528163628Z,"""Hey EC, did you get that email I sent you yesterday?"""
1,20120529202458Z,"""He guilty you ignorant azz! He doesn't have to worry about it anyway because he'll never be in the hall of fame"""
0,20120609172219Z,"""ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK"""
0,20120530015133Z,"""Don't forget McCann was the reason National League broke the losing streak. ;)"""
0,,"""How dreadful to besmirch the reputation of a beautiful young lady by claiming such a outrageous thing.  And anyway it cannot possibly be true, as you have no doubt already decided............ because she was in bed with me at the time!"""
1,20120619214520Z,"""In which part of the song was there autotune?\nJUST BECUASE A SONG IS UPBEAT DOES NOT MEAN ITS AUTOTUNED.\nGET FUCKING EARS!\n\n\nSeriously dude, I AM THE BEST did not, in any way, have autotune in it.\nIt had AFFFECTS, but NO AUTOTUNE.\nIf you ""beg to differ"" you clearly an idiot."""
0,20120529015123Z,"""Of course Aybbar is the one that gets the out\nHe sucks"""
1,20120610011454Z,"""Obama can't stand up to being vetted.\xa0 That's why the POS sealed his records.\xa0 You don't evenko who that loser in the white house really is."""
1,20120610142641Z,"""Well you just lost all credibility when you said you were a student of Limbaugh University! Now you are just a TROLL! Nobody cares what you think or say, you are being flagged every time you post one of your degrading comments! Enjoy while it lasts!"""
0,20120619084729Z,"""man da chocolate nigga CANNOT SUCK DICK if i was on true's dick he would be shakin i promise dat bruh dam true is sooo phyne!!!!"""
0,20120530091638Z,"""Doesn't seem that secret to the rest of us."""
0,,"""Washington's state legislature is about to approve same-sex marriage.  Supporters here anticipate a referendum vote this fall that will attempt to repeal this law.  Despite being the only state where a referendum to repeal (same rights as marriage) domestic partnership, the outcome of this vote is uncertain.  As one of the few states that already have all marriage rights granted to domestic partners, yesterday's decision could add to the basis for overturning such a referendum in federal court."""
0,20120609184732Z,"""To duxburian:\xa0 Well, Eisenhower and the man behind him is John Foster Dullus, I do not know who the\xa0Asian man is.\xa0 So what ??\xa0 Do you have any point to make ?\xa0 Do you like to play picture I. D. ?\xa0 In all due\xa0respect to you duxburian a lot of your posts are\xa0puzzling as to what point you are trying make."""
0,,"""Please site that source, considering over half of americans think gay marraige should be legal"""
0,20120620043135Z,"""Lawrence O'Douche? Rachel Bulldyke? Is that you?\xa0\xa0 SOOOOO\xa0\xa0 EXCITING!!!"""
0,,"""Oh my, they blow up so fast."""
0,,"""@...PetrsMailbox @SidneyCatsby BOOM"""
0,,"""You are bang on the money. Fox News is just as bad as Media Matters if not worse but BOTH sides see themselves as the saints and the other as the devil. Fox News running this story amuses me very much.\\n"""
1,20120609180947Z,"""<cite>\nExactly how often did your daddy r\xe4pe you? Weekly Hourly?\n\nYou're easily the most depressingly buttf++ked piece of shite ever to vomit their halfassed moronic excuses for the English language on this site. \xa0You think you're being clever, but your grasp of colloquialisms and sarcasm are hilariously pathetic. You're a fool. Your posts are puerile and you personally have no value. \xa0Nobody here likes you. H\xe9ll, nobody here even <i>tolerates you</i>. If these people could recognize you on the street they would spit on you. My best guess is you're the result of unprotected buttsex between your mother and the family dog. \xa0An abomination with no justifiable reason to exist.\n\nNow do us all a huge favor and <b>go fuckyourself with a chainsaw</b>, ""Sparky"". \xa0Slowly and painfully.\n\nEveryone! Blow this pathetic Obamatroll <i>a big sticky sphincter kiss!!!</i>\n\nMMMMMMMWWWWWWAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!!!!!!\n</b>\n\n\u2026\u2026\u2026\u2026\u2026\u2026\u2026./\xb4\xaf/)\n\u2026\u2026\u2026\u2026\u2026\u2026..,/\xaf../\n\u2026\u2026\u2026\u2026\u2026\u2026./\u2026./\n\u2026\u2026\u2026\u2026./\xb4\xaf/'\u2026'/\xb4\xaf\xaf`\xb7\xb8\n\u2026\u2026\u2026./'/\u2026/\u2026./\u2026\u2026./\xa8\xaf\\\n\u2026\u2026..('(\u2026\xb4\u2026\xb4\u2026. \xaf~/'\u2026')\n\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026\u2026..'\u2026../\n\u2026\u2026..\u2026\\\u2026.....\u2026\u2026. _.\xb7\xb4\n\u2026\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026..(\n\u2026\u2026\u2026\u2026..\\\u2026\u2026\u2026\u2026.\\\n\n</cite>"""
0,20120528174251Z,"""@Lasers\xa0\xa0@ThunderChick2010\xa0\xa0@Lost Ones\xa0And I still have zero.. I started a like fest last weekend that got me up tow 105, but that has since disappeared! I feel shamed."""
0,20120529135836Z,"""nah, then I'll just end up back where I started."""
0,20120530092711Z,"""Closed courts are going on up and down the country... more widely used in family courts to hide state kidnapping of children....\nPlease look in to state kidnapping you will be surprised by the large number of allegations and widespread cases."""
0,20120529041630Z,"""I suggest trout from a pond that you keep yourself."""
0,20120619185457Z,"""How many times have i heard watch out ipad or ipod and shit never happens. Its cuz you dont know it but Apple stays 5 steps ahead at all times!!!!"""
0,20120609231135Z,"""I guess because it's taking the Lord's name in vain, which is offensive to Christians? Whatever. Fuck the internet! It's getting too PC D:<"""
1,20120527210927Z,"""you are just an idiot blabbermouth that is gonna get stopped HARD one day! You WILL NOT be saved."""
0,,"""We always balance the budget on the backs of the military.\\xc2\\xa0 The problem is that it is not the military that is the largest expense.\\xc2\\xa0 it is the other government workers who produce nothing.\\xc2\\xa0 They only suck up taxpayer money.\\xc2\\xa0 They make nothing and contribute only more regulations on how those of us who work shoud be taxed etc.\\n\\nThe military defends the country while the government worker defends his right to a parking slot at the federal building so he can get a bigger check."""
0,20120612025831Z,"""How did\xa0 this country elect so many crazies?\xa0 What is going on in America?\xa0 We used to be proud of this Country because we had something to be proud of, but now!!!\xa0 All we have are a few good people and a bunch of crazies!\xa0 Is there something in our water?\xa0 What is happening to the people in this country that makes them act like scott, brewer, walker etc?"""
0,20120530101807Z,"""bosh is ready they just dont need him to play"""
0,20120620080331Z,"""Fuck, I wanted to hate this so bad."""
0,20120618231635Z,"""If she had an expired Visa, she should have gotten a MasterCard."""
0,,"""\\xc2\\xa0You obviously have NO CLUE who Ronald Reagan was----you pathetic ignorant puke"""
0,20120619182637Z,"""sorry you are right"""
0,20120619225937Z,"""@SaintMarty\xa0\xa0@Flip\xa0\xa0@akus\xa0TWSS"""
0,20120529063741Z,"""breakfast with the monks at 5.30  ......  that IS different"""
0,20120609171649Z,"""Mo0rtlib, you are a dumbkopf. What kind of dessert (sic) is it in? Prickly pear pie? Tell humans to move? You arrogant elitist moron."""
0,20120527204611Z,"""No need to prove you don't have a reasoned response by replying."""
0,20120610053900Z,"""Have any of yours stopped ogling each other long enough to evolve past monosyllables and cute attempts to use vocabulary you don't understand?"""
0,20120611210213Z,"""@BabaPuppe: thats right negro, run off the site because you are no match for me anyway. only ""PU"" to the ""C"" like you is no match for me."""
0,20120619185808Z,"""I like the cover that is a keyboard. Good idea. Hopefully it will be better than the nokia windows 8 phone. Okay, but not great."""
0,20120611212847Z,"""white people fuck like this; black people fuck like this"""
0,20120609224807Z,"""Plants also have a right to life!\nDon't kill or eat the vegetables!\nThey are living beings!\n\nAnimals have souls!?\nProve that scientifically beyond any doubt!\n\nHumans have souls?!\n\nProve that scientifically beyond any doubt!\n\n\nLMAO!"""
0,20120619232629Z,"""@Natesweet\xa0\xa0@Preparation_A\xa0in fairness they both have a fair point LKP has shown an inability to be objectionable when it comes to the Lions, and Drivel can get a bit preachy at times, but at the same time all the people that write these articles at least deserve the respect that you read the article before making a snap judgement"""
1,20120612002722Z,"""Like you Know Fck Face."""
0,20120612134246Z,"""Posted at 08:45 AM ET, 06/07/2012\nObama is killing the Democratic Party\nBy Jennifer Rubin\n\nPresident Obama, I have frequently argued, has been fabulous for the conservative movement. He spurred the creation of the tea party. He helped the GOP win the House majority in 2010 and make big gains in the Senate. His Obamacare has helped revive the Commerce Clause and given a boost to conservative jurisprudence. His refusal to support human rights has caused a bipartisan revulsion and reminded us that foreign policy must be girded by American values. He\u2019s sent independents running into the GOP\u2019s arms. He\u2019s forced conservatives to think hard and express eloquently principles of religious liberty, limited government, free markets and Constitutional democracy.\n\nObama also has wreaked havoc in the the Democratic Party. He\u2019s firmly affixed the \u201ctax and spend\u201d label to it after Bill Clinton declared that the era of big government was over. He\u2019s made Clinton into a pitch man for Mitt Romney. His rejection of the Keystone XL pipeline has split the party. His refusal to adopt the Simpson-Bowles commission\u2019s recommendations has turned Democrats into reactionaries, defending the status quo on entitlements. He\u2019s alienated Jewish voters. He\u2019s re-McGovernized the party, which now stands for appeasing despotic powers, turning on allies and slashing defense spending.\n\n(Pack it up dude, your eviction notice will be delivered in November)"""
0,20120619172846Z,"""Yeah, rising prices and cut food stamps before you tax the rich.\xa0 Now THAT'S fucking rich.\xa0 What they give a family now doesn't feed them for a month and the families need to use the food banks to supplement."""
0,20120611002052Z,"""Who is the real idiot, Dogtwon or me ? You have to pick one you know. Everybody can't be the stupidest person you talk to unless you talk to yourself. You asked for\xa0this\xa0with your lovely comments on how stupid everyone is that didn't vote for Ron Paul.What did he wind u with ? Last place\xa0and about 3 percent of the vote ? So 97 % of the other primary voters are all stupid morons and you are enlightened ?"""
0,,"""Who gives a rat's rump what Geithner says or thinks? Really! He has proven to be an incompetent Obama puppet and his failures are stacking up faster than pancakes when Rosie O'Donnell raids her local Waffle House. \\n\\nThis guy is going down faster than Janet Napolitano when Elena Kagan comes to visit. (Sorry for the visual. It made me puke too)."""
0,20120527181535Z,"""God is not a Republican, nor an American, nor a Conservative"""
0,20120619230108Z,"""We\xa0 remain happy with our choices - have been quite sure that you are not settled."""
0,,"""There is nothing equal about a hetrosexual marriage and a gay marriage. You can't compare apples to oranges. One was created by God the other by man. So enjoy your new freedom for it means nothing."""
0,20120515132206Z,"""If <i>both</i> of you are dirt poor."""
0,,"""She is a lawyer.  Nurses don't tend to turn around and go to law school, you stupid ass\\n\\n"""
1,20120609223255Z,"""u buy shoes so people say they look BAD? nigga please dont think u so special u dont want ppl giving you compliments on your fresh gear, fuck outta here dumb nigga"""
1,20120610045700Z,"""Holyshit your an idiot.  Coming from a Boston fan.  You need to get a life and give respect where it's due.  Something like ""Good job Miami, great series, you guys are better, that's why you won."""""
1,20120611085459Z,"""fake as hell. its illegal to even put a cam in a bathroom. dumb fucks"""
1,20120514051155Z,"""truthfully your logic with the ""1/5"" and the ""political statement"" just made everyone a little bit more dumb on this article comment section. In fact you are probably in the ""1 and 5 ""\xa0 (the bullshit irrelevant statistical fact you made up) group. Put the remote down and read a book, retard."""
0,,"""Buenas, como afiliados que somos te dejo el enlace a la traducci\\xc3\\xb3n en Guild Wars 2 Spain:\\n\\n \\n\\nhttp://www.guildwars2-spain.com/guild-wars-2/articulos/350-orgullo-salvaje-de-los-jotun"""
0,20120619183949Z,"""FUCK YOU NEWSDAY."""
0,20120502153137Z,"""I would have been hard pressed not to empty the full mag. into the little black angel."""
0,,"""@memphisdawg this is part of what the NCAA was talking about making a requirement. right now, scholarships are one year renewable scholarships, making it easier for scumbags like saban to release a kid. some school are going ahead nd offering these four year schollys. i think the Big 10 was pushing their schools to do this."""
0,20120611185206Z,"""Put them on the line... (I smell a rat)."""
0,20120619064436Z,"""Another way to say that is that you live in a Nation where you are as free to believe ridiculous and silly things.\xa0 Andf to try to force them on other people unless they stop you."""
0,20120619001050Z,"""I have a transformer prime and hate it, almost everything positive you read about this tablet is untrue.\nNot fast or responsive (AT ALL)\nterrible build quality, I had to send it back to ASUS because of dead pixels and defective screen\nhorrible wifi signal quality, cant get a decent lock on the other side of my tiny house\nand I love android and ICS, but every app on the prime has lockup and crash issues CONSTANLY\n\nfucking terrible device from a terrible manufacturer, go for Samsung, fuck ASSUS"""
1,20120529172438Z,"""Your notion that you are sexually abused because you are hitting on newcomers and want to be justified in that sounds exactly like the pathology of a predator. Better check yourself."""
0,,"""Oh dear, the poor deludec spuds fans are mouthing off.\\n\\nCome back in 6 weeks spuds fans, after your team has dropped like a stone back to where it belongs.\\n\\n \\n\\nSpurs - The LITTLE club in a flat-pack MFI stadium - LOL"""
0,20120515154151Z,"""mandingo just stop. now you are claiming cotto has no balls. go learn the sport."""
0,20120528013107Z,"""Nana I got my first pair of NB shoes a few months ago and and they have really worked out well for me."""
1,20120619222716Z,"""FUCK ALLA YALL YMCB TAKEOVER WEEZY JUST TIRED OF THE BEEF DAS WHY HE SAID THAT\xa0http://www.youtube.com/watch?v=5n7oA_Kk1IQ"""
0,20120529084622Z,"""I don't see nobody beating the heat four times..."""
0,20120612132525Z,"""Whoever checked ""libertarian"" has been hitting the bath salts."""
1,,"""Like I said, I liked the VIDEO! Not the song...obviously your mama is a DUMB OLD BITCH! She didn't teach you the first amendment?\\xc2\\xa0\\n\\nRoman Darling...Soft ass nigga... hahah!!!!"""
1,20120609212604Z,"""Thats what you call there a fucking mexican 100% there for you niggers & crackers"""
1,,"""You are a fool."""
0,20120612025216Z,"""No viene presionado...???\nDecir esos despues que la prensa lo hizo pedazos por el juego contra Guyana.\nHmmmmmmm"""
0,20120612151610Z,"""This article isn't only talking about the rape.\xa0 It's talking about what happens to the victim of a rape among her own family.\xa0 \n\n""You had some nerve to allow yourself to be brutally raped and tortured by those five grown men.\xa0 You have brought shame to this family and we will do everything in our power to have you ostracized and even killed."""""
0,20120610074701Z,"""It's amazing to me that there are so many DUPES out there that buy into the LIES the GOP puts out.. ESPECIALLY the proposition that the ""rabble"" consistently manage to vote AGAINST their OWN, BEST INTERESTS so that, when THEY eventually become ""billionaires"" (a foregone conclusion in their fevered minds), they will THANK the GOP for \u201csaving\u201d them the \u201chorrible responsibilities\u201d that paying their FAIR SHARE of taxes would mandate.\xa0\n\n\n\nOne less mansion..\n\n\n\nOne less yacht..\n\n\n\nOne less limousine..\n\n\n\nThat somehow, by EMPOWERING THE RICH AND THE CORPORATE INTERESTS to HOARD more of their wealth, that they might ""get in"" on that wealth THEMSELVES..\xa0\n\n\n\nThat VOTING for those whose PUTRID POLICIES had sent their OWN JOBS overseas, THEY somehow will ""win in the end"".\n\n\n\nDelusional.\n\n\n\nPathetic."""
0,20120515205912Z,"""You missed some bran in your diet. :-)"""
0,,"""@jakesnake99 @skywaker9 (David) There's enough Rhino for the both of you."""
1,20120611195902Z,"""She can act like she thinks she's perfect and be a naive bitch ;)"""
0,20120611175736Z,"""Never said anything derogatory about having tattoos, only posting the one on your ass on Facebook.\xa0 And quit trying to pretty up what you say, you wanna say whore...say whore... I've never been a gardening implement."""
0,20120515162313Z,"""Are you insane?"""
1,,"""... and you're no human, your worthless pieceofch*t."""
0,20120527221152Z,"""Again why are you talking about Heat fans instead of the actual team?"""
0,20120529103617Z,"""yes you are right.....................100%....CBI: Congress Bachao Institution..."""
0,20120529164910Z,"""screaming, yelling, broken plays and winning Steelers frist half of the seasons"""
0,20120515052242Z,"""Why don't you\xa0order a\xa0copy of ""hooked on phonics"", ""tell your blacks peoples"", black don't need an ""s"", and people is plural, you know what that mean don't you? You've spent so much time learning so much crap to pump yourself up, like thinking your better ,and know so much, that you forgot to learn correct diction. You called my people pitiful, you're the pitiful one, you should go back up into the caves of the caucasus mts. where your kind originated, living like the animal that is still in you, you're not ready to\xa0live around civilized people."""
0,20120530025015Z,"""But they don't want any of them living in their community."""
1,20120320211949Z,"""Laffin?\xa0 You don't laugh at anything you jihadist puke."""
0,20120620000952Z,"""You are a day late and a dollar short."""
1,,"""HahahahahahahahaThe fucking dyke deserved it!!!!!!!!!!!!!!! A bit of\\xc2\\xa0 karmic payback forall the degeneracy & misandry that lesbo feminists have inflictedupon the Western world. That degenerate dyke bitch that's still alive should not subject the rest of us to her{?} disgusting emotional diarrhea over her{?} fat dead land whale. Our world would be far better off were it not polluted by degenerate lesbo feminist pieces of shit!!!!!!!!!!!!!!"""
1,20120529201428Z,"""Some of the comments I read here are so-so lame.  White people just want the world to be so fair now.  But over the course of their hundreds and hundreds of years of opression, death and fear it was ok.  American White people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind (a truly sick mind state; your kids). They created tricks and illegal laws and rules to get ahead in America for hundreds of years; they raped and killed destorying families and now because a person makes a choice to go to all black school where a teacher ca see a black student for themselves, or gets a interview when a white doesn't its reverse racism. WHITE PEOPLE until you lived another's history stop crying and get off your high horse!"""
0,,"""how people bring a story about a sandwich into a conversation about religion, abortion, and rape is beyond me, but that being said....\\n\\nHEY GOVERNMENT!!!\\xc2\\xa0 Stay out of my kid's lunch box.\\xc2\\xa0 If I want my kid to eat paste and looseleaf paper for lunch, that is my business.\\xc2\\xa0 \\n\\nThe most hilarious part is, I bet the people making the decisions of what children can and cannot eat have more rolls on their belly than the local deli has at lunchtime.\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0 \\n\\nIf the lawmaker who proposed this, AND all the people who enforce it (including school officials) can show me 6 pack abs and their marathon finishing time (under 3 1/2 hrs only please), then maybe I'll listen to their stupid a$$es about what my child should eat.\\n\\nI only wish they try doing this to an attorney who loves to litigate because he/she will break that school district in attorneys fees alone....hell, maybe I'll go pro-bono and do it myself"""
1,20120620012007Z,"""Fact:  Radical Comic Creator is written with Real Basic.\n\nYou have argued against this fact.  Please go to the project page on Github and see for yourself.  \n\nFact:  Lunduke has now consumed $2000 worth of time, has begged for additional money for hardware, and has not delivered on his promise as of yet.\n\nFact:  You think that I am an ignorant hillbilly though you frequently insert symbols into your responses and use improper numerology when describing a number.  You habitually forfeit grammar and partially form words.  In addition to that, your stream of consciousness is a collection of poorly constructed sentence fragments.  In short, your English sucks dick.\n\nFact:  You think that the Internet is the only place where you have freedom of speech?  I'm on the Internet and I'm in America and I just said whatever the fuck I wanted to. \n\nI implore you to argue these facts directly."""
0,20120612123918Z,"""ANOTHER WHITE \xa0dude murdering his wife......at least he did not molest the little boys as well."""
0,20120612035635Z,"""Tell em why you mad! LOOOL! i have my opinion and you have yours. And now sports..."""
0,,"""the microphone button wont work  -.-"""
0,,"""""skimpy lingerie""?? Hardly.. The reporter needs glasses. Ive seen more flesh on show in a nunary..."""
1,20120619002826Z,"""AWE.......\xa0 Poor wittle troll on Patrol is TOO $TUPID to speak onlyEnglish, SO I'M THE BAD GUY.\xa0 SERIOUSLY?\xa0 LMFAO!"""
0,20120528100749Z,"""Does anyone think the Lib/Dems will ever ""own"" the tax cut for the richest 1% or the ""granny tax""?\nThose ""political party destroyers"" have George Osborne stamped all over them."""
0,,"""@DiBrubaker @lkissler always love my MT peeps and anyone else who crosses my path virtual/Real, but tech never trumps us meeting in person!"""
0,,"""Yep, Croatians coming to a house, shop, hospital, school and DSS office near you soon."""
0,20120619160310Z,"""Your email address is not visible to other commenters."""
0,20120619012229Z,"""You seem to have a theng for crystal balls."""
0,,"""@WetShoesClassic haha"""
0,20120611231045Z,"""Don't let silly things like facts about other manufacturers get in the way of blind Apple hate.\xa0 Please, it just upsets these people who have absolutely no interest in the product what-so-ever but feel the relentless need to spam the comment sections of news posts."""
0,20120515110001Z,"""Who are you to judge him an inadequate?"""
0,20120529205913Z,"""But, Vicky<2, you lie all the time..."""
0,20120611204033Z,"""Did you really use the word ""evoking""?"""
0,,"""How so? Straight couples keep having gay babies."""
0,20120530005650Z,"""grizzlies will have the best team they have ever had next year"""
0,20120530140811Z,"""why send? when you can set their own off as it sits in pre launch. Now\xa0thats\xa0a bang for buck the taxpayers can't complain about."""
